,Brand,Model,stars,comment
141,OnePlus,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",3.0 out of 5 stars,"









  
  
    
  It's not very often I leave a critical review for any product. But i was so excited when my new OnePlus Nord got delivered to me earlier today, ahead of time. While i am still exploring the phone, the one aspect that is a complete let down is the camera. The pics I clicked were grainy and so not cool. I must say oneplus, you guys really turned me off this time, like honestly. Most phones these days look and feel alike with the camera being one aspect that sets the winners apart from ordinary phones...i dont know what you guys did here. Not expected team OnePlus...this is just not you. My Poco F1 that i purchased 2 years back returned 10 times better pics. Since i cant return this item, I'm going to live with this for a while before i upgrade. I am sorry for the negative review.

  
"
142,OnePlus,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",4.0 out of 5 stars,"









  
  
    
  Battery usage update: Drains faster than other one plus models...so for the ones travelling frequently, this might not be an ideal phone...fast charging is a relief for ones who have access to charging point....Morning to Night usage possible with moderate to slightly heavy usage....Bottomline: A good entry phone for those who have never experienced One Plus and the ones with budget constraints... For others, one plus 8T(lighter than pro model at 180 gms) would be ideal which should bring 120Hz refresh rate and maybe wireless charging too..And for those who can afford and dont mind a heavy phone(200+ gms), One plus 8 pro or 8T Pro would be ideal ones.(As per Amazon reviews some users are reporting display issues with 8 pro, so 8T Pro hopefully will be a better model.) I still use 7T pro which provides the best of One Plus experience...INITIAL IMPRESSIONS:No tint issue which has been widely reported.Smooth given 12gb RAM and 90Hz refresh rate.Lighter than Pro Model but still feels sturdy.Camera quality on par with top model one plus devices in case of outdoor pictures, Indoor/low light pictures are not that good...Not a fan of punch hole cameras..would have preferred full screen with pop up instead.Battery usage - needs to be tested but seems to be ok....

  
"
143,OnePlus,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  Yea..pre-ordered on 28 July, got it on 4 August. Package was nice without any damage. So here is my first impression:• Display is so nice and 90 hz refresh rate feels so nice and smooth.•Camera is okay, but not upto the mark..macro lens and depth sensor at the back is just crap. Wide angle is okay, but images are too smooth without any crispness.•60 fps video recording at 4K is not there at rear cam, but is present for front cam. Don't know why they did that😅•Premium user-experience.•face unlock and in-display fingerprint is good.•Phone lacks a true premium feel due to the plastic frame.•The signature slide button delivers the same good experience.Okay, so if you feel that you need a 5G chipset and be future-proof, definitely go for it. If you want a flagship perfomance, go for K20 pro or OnePlus 7T as this wont be a good choice for heavy users, but still a good experience in regards of games for a short-run(COD in high graphics and frame rate ran smooth without any sudden frame drops, because it got an overclocked GPU). StillI am satisfied with what I got here✌️*UPDATED*•Excellent charging speed(Thanks to Warp charge, 10 to 100 in less than an hour)•Battery backup is so good for daily users. Lasts almost a day.•No serious heating issues at all.•This is a mid-range phone(one of the best) and should not expect a monster perfomance from it.•One of the best choice as a daily-driver( If heavy perfomance is not your priority)

  
"
144,OnePlus,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",2.0 out of 5 stars,"









  
  
    
  Heavily disappointed. So much of hype and the camera is not even upto the mark. Grainy pictures, looks like I have applied some kind of filter for my selfies. There is no way to undo it. The haptic feedback is good. However, there are several bugs on this phone. Hoping that they will get it fixed with an update! Also don’t panic and nitpick with screen quality! Looks great to me!But don’t  fall for the marketing gimmick. OnePlus promised something extraordinary and they have failed. Also, there were several troubles while registering my phone for the Red Cable Club. But several attempts and a complaint with the customer care, it was solved.

  
"
145,OnePlus,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  Got it delivered yesterday , used for about 5-6 hours , to tell you this is my first mid ranger previously I was using s9 plus , before that s7 edge and iphones in stone age .My first one plus , a mid ranger , I assure you it's no less a flagship experience , forget bout negative reviews, no device is perfect .This one has looks , power and performance , don't know how useful is 5G modem but who cares that's the baggage we consider it as of nowCamera unit is also awesome perfoms well and remember it's a bloat free and advt free experience of OXYGEN OS .Cons , I am yet to discoverENJOY the NORD

  
"
146,OnePlus,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  I bought this phone for augmented reality purpose. They even launched it with the caption ""World First AR launching"". But this Nord is not supporting Augmented reality. I am damn fooled by One plus. Totally disappointed for my long wait. 500 rupees is wasted for prelaunch.AR is must and should technology in 2020phones. Even 10K phones are giving better support.Why One plus released a skull without brain. So I return this worthless (for me). Waste of time.

  
"
147,OnePlus,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  An amazing phone!Got it delivered today and also received red cable membership which was unexpected.Formally had a one plus too and in comparison this one could've been a lot more better.The silicone case that came with it however, has the most horrible smell. Wash it before using it on your phone.Camera could've been a little better.The touch is not as smooth as the other one plus phones.Fast as hell.Colors are very vibrant.Does not have a notification LED. or a earphone jack.The grey is very attractive. Blue will be better.Will update on display issues (claims by many) after a month's time.

  
"
148,OnePlus,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Front camera is very bad , and low light photo is also bad. Need update in camera section. Worst camera. I was also excited about this product like everyone else because I was going with the one plus brand. But if u r investing 28k for a mobile then it should satisfy your basic average needs at least. The camera quality is below average. 1 rating giving only for this. Otherwise features are good.

  
"
149,OnePlus,"OnePlus Nord 5G (Gray Onyx, 8GB RAM, 128GB Storage)",4.0 out of 5 stars,"









  
  
    
  ProSmooth OS - no lags at allAMOLED screen is good quality screenPrivacy - no useless apps like those found in chinese phonesAll other pros we would expect for these specs - no deviationsConNot a metal frameCPU is slower compared to current 865 flagships (this is expecetd)Note: I am releived the display is fine at low brightness - I read  some users sharing the green tint issue.  I did not face that yet.  Will update reviews in case of any issues.

  
"
150,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",4.0 out of 5 stars,"









  
  
    
  Pros:1) Clean and bloatfree OxygenOS, which runs as smooth as they come.2) AMOLED screen and 90Hz refresh rate really go along to make the display above average.3) Battery life is decent and will last a day on normal usage.4) Sound quality is good and modestly loud. (Drawback in Cons)5) The design actually fits the hand well as it is shorter than usual on breadth, and a bit more on length, all the more better viewing experience.6) Gaming performance is average. (Similar phones in this range have better gaming performances)7) The phone looks and feels premium while using.8) The alert slider makes it very convenient to switch between different modes.9) Face Unlock is as fast as other OnePlus phones. (Very very fast)Cons:1) The camera is not as good as it was expected. The macro lens is pretty useless, and the main camera lacks depth and the colors aren't as vibrant as OnePlus 8. A bit too much of beautification was there in selfie shots. 4K video recording @ 60fps is absent but 1080@60fps performance is quite good. (The camera is better than most phones out there but it isn't what we were promised)2) No headphone jack.3) The mono speaker is on the bottom right of the phone, which tends to get covered by your hand while using. Also, being on just one side of the phone, the audio isn't as well delivered as it is on a stereo speaker.4) No expandable memory slot.5) The plastic frame (doesn't look like plastic but it is) is a worrying thing and makes the phone *comparatively* less durable.6) Fingerprint scanner being under the screen isn't as quick as a traditional fingerprint scanner on the back.Recommendation: If you're looking for a phone which delivers high performance and smooth interface for your daily use, go for it.But if your prime purpose is gaming, there are better options available.Also, if you're expecting flagship camera performance, you might want to consider other phones. (Pixel 4a is about to release, that's far better probably)Update: Pixel 4a camera is surely much better that Nord's camera.

  
"
151,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",3.0 out of 5 stars,"









  
  
    
  It's not very often I leave a critical review for any product. But i was so excited when my new OnePlus Nord got delivered to me earlier today, ahead of time. While i am still exploring the phone, the one aspect that is a complete let down is the camera. The pics I clicked were grainy and so not cool. I must say oneplus, you guys really turned me off this time, like honestly. Most phones these days look and feel alike with the camera being one aspect that sets the winners apart from ordinary phones...i dont know what you guys did here. Not expected team OnePlus...this is just not you. My Poco F1 that i purchased 2 years back returned 10 times better pics. Since i cant return this item, I'm going to live with this for a while before i upgrade. I am sorry for the negative review.

  
"
152,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",4.0 out of 5 stars,"









  
  
    
  Battery usage update: Drains faster than other one plus models...so for the ones travelling frequently, this might not be an ideal phone...fast charging is a relief for ones who have access to charging point....Morning to Night usage possible with moderate to slightly heavy usage....Bottomline: A good entry phone for those who have never experienced One Plus and the ones with budget constraints... For others, one plus 8T(lighter than pro model at 180 gms) would be ideal which should bring 120Hz refresh rate and maybe wireless charging too..And for those who can afford and dont mind a heavy phone(200+ gms), One plus 8 pro or 8T Pro would be ideal ones.(As per Amazon reviews some users are reporting display issues with 8 pro, so 8T Pro hopefully will be a better model.) I still use 7T pro which provides the best of One Plus experience...INITIAL IMPRESSIONS:No tint issue which has been widely reported.Smooth given 12gb RAM and 90Hz refresh rate.Lighter than Pro Model but still feels sturdy.Camera quality on par with top model one plus devices in case of outdoor pictures, Indoor/low light pictures are not that good...Not a fan of punch hole cameras..would have preferred full screen with pop up instead.Battery usage - needs to be tested but seems to be ok....

  
"
153,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",5.0 out of 5 stars,"









  
  
    
  Yea..pre-ordered on 28 July, got it on 4 August. Package was nice without any damage. So here is my first impression:• Display is so nice and 90 hz refresh rate feels so nice and smooth.•Camera is okay, but not upto the mark..macro lens and depth sensor at the back is just crap. Wide angle is okay, but images are too smooth without any crispness.•60 fps video recording at 4K is not there at rear cam, but is present for front cam. Don't know why they did that😅•Premium user-experience.•face unlock and in-display fingerprint is good.•Phone lacks a true premium feel due to the plastic frame.•The signature slide button delivers the same good experience.Okay, so if you feel that you need a 5G chipset and be future-proof, definitely go for it. If you want a flagship perfomance, go for K20 pro or OnePlus 7T as this wont be a good choice for heavy users, but still a good experience in regards of games for a short-run(COD in high graphics and frame rate ran smooth without any sudden frame drops, because it got an overclocked GPU). StillI am satisfied with what I got here✌️*UPDATED*•Excellent charging speed(Thanks to Warp charge, 10 to 100 in less than an hour)•Battery backup is so good for daily users. Lasts almost a day.•No serious heating issues at all.•This is a mid-range phone(one of the best) and should not expect a monster perfomance from it.•One of the best choice as a daily-driver( If heavy perfomance is not your priority)

  
"
154,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",2.0 out of 5 stars,"









  
  
    
  Heavily disappointed. So much of hype and the camera is not even upto the mark. Grainy pictures, looks like I have applied some kind of filter for my selfies. There is no way to undo it. The haptic feedback is good. However, there are several bugs on this phone. Hoping that they will get it fixed with an update! Also don’t panic and nitpick with screen quality! Looks great to me!But don’t  fall for the marketing gimmick. OnePlus promised something extraordinary and they have failed. Also, there were several troubles while registering my phone for the Red Cable Club. But several attempts and a complaint with the customer care, it was solved.

  
"
155,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",5.0 out of 5 stars,"









  
  
    
  Got it delivered yesterday , used for about 5-6 hours , to tell you this is my first mid ranger previously I was using s9 plus , before that s7 edge and iphones in stone age .My first one plus , a mid ranger , I assure you it's no less a flagship experience , forget bout negative reviews, no device is perfect .This one has looks , power and performance , don't know how useful is 5G modem but who cares that's the baggage we consider it as of nowCamera unit is also awesome perfoms well and remember it's a bloat free and advt free experience of OXYGEN OS .Cons , I am yet to discoverENJOY the NORD

  
"
156,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  I bought this phone for augmented reality purpose. They even launched it with the caption ""World First AR launching"". But this Nord is not supporting Augmented reality. I am damn fooled by One plus. Totally disappointed for my long wait. 500 rupees is wasted for prelaunch.AR is must and should technology in 2020phones. Even 10K phones are giving better support.Why One plus released a skull without brain. So I return this worthless (for me). Waste of time.

  
"
157,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",5.0 out of 5 stars,"









  
  
    
  An amazing phone!Got it delivered today and also received red cable membership which was unexpected.Formally had a one plus too and in comparison this one could've been a lot more better.The silicone case that came with it however, has the most horrible smell. Wash it before using it on your phone.Camera could've been a little better.The touch is not as smooth as the other one plus phones.Fast as hell.Colors are very vibrant.Does not have a notification LED. or a earphone jack.The grey is very attractive. Blue will be better.Will update on display issues (claims by many) after a month's time.

  
"
158,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  Front camera is very bad , and low light photo is also bad. Need update in camera section. Worst camera. I was also excited about this product like everyone else because I was going with the one plus brand. But if u r investing 28k for a mobile then it should satisfy your basic average needs at least. The camera quality is below average. 1 rating giving only for this. Otherwise features are good.

  
"
159,OnePlus,"OnePlus Nord 5G (Gray Ash, 12GB RAM, 256GB Storage)",4.0 out of 5 stars,"









  
  
    
  ProSmooth OS - no lags at allAMOLED screen is good quality screenPrivacy - no useless apps like those found in chinese phonesAll other pros we would expect for these specs - no deviationsConNot a metal frameCPU is slower compared to current 865 flagships (this is expecetd)Note: I am releived the display is fine at low brightness - I read  some users sharing the green tint issue.  I did not face that yet.  Will update reviews in case of any issues.

  
"
160,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",2.0 out of 5 stars,"









  
  
    
  For 25K , you will get- Average performance. Already Chrome hanged couple of times.- Single Mono Speaker, which gets blocked since it is downward facing. Sound quality is not good- Good Camera but it should improve with sw update, since hw is capable.- Below Average Battery. Reducing to 60Hz refresh rate would help.- Good Build Quality .- in-screen Finger print sensor is OK-OK.- Useless 5G- No battery indication or notification led when screen is off. You have to tap button to see these on screen.  I am fan of stock android feel , one of the reason to buy this phone . I am not a gamer. I was using One Plus 5T ,5T is giving similar performance. Hence if you are using 5T or later and you are looking to update then don't think about it.  Removing unused Apps is important to save memory since this model is 6GB/64GB.  5G is useless which you are paying for. Irony is by the time 5G comes , this phone will be become slower and battery issue will be more prominent . My last hope is on software updates. You can save money by buying phone less than 20K which will give similar performance. One plus forgot what they were best at. Now they are trying to bring flagship product with flagship price like oneplus 7/8 . One plus brought Nord to bring their original customers back but Nord does not live upto expectations. It is half hearted attempt by one plus to make Nord as flagship killer.But it has failed since one plus are making their own oneplus7/8 series flagship phones which they do not want to kill. At this price( 25K +2k for BT headphones), this phone is neither a good budget phone nor flagship killer.

  
"
161,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",2.0 out of 5 stars,"









  
  
    
  The phone is really great performance wise, the screen pixels are amazing. But I'm not much satisfied with the storage. I recently purchased it in 6GB+64GB, and the system storage is 20 GB one which I can't do anything. If 20 GB is what you are giving and 64 GB I'm buying all I'm left with is 44 GB. And after installing few apps it's almost 35-40 GB. So what is the point of buying a phone with such less storage space.

  
"
162,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",5.0 out of 5 stars,"









  
  
    
  I have been using it since 14-15 days. So here is a short term review of the phone.Display: Fantastic, fluidic display. Didn't face any tint issue.Battery: Getting 8-9 hrs of SOT even with 1-1.5 hr of casual gaming.Performance: 90 Hz ref rate makes app opening, scrolling super smooth. No lag faced during gaming, scrolling through social media.Camera: I don't use the camera much so can't comment about this aspect.Few cons I have come across are :1) A bit slow fingerprint scanner.2) Slight heating during charging and extended gaming periods.3) Didn't find appropriate customisation options for font.

  
"
163,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",4.0 out of 5 stars,"









  
  
    
  Such a nice phone from one plus.over all it's good.But price is aggresive.camera quality is average.

  
"
164,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",2.0 out of 5 stars,"









  
  
    
  Regarding the one plus feeling. It's gone..See how they sell their 6 gb 64 varient through flash sales. Yy the blue varient is not yet available for sale in base varient after 2 Months.1.5 month waiting for buying base varient.. Geat!Just one answer they are trying to make every bit more by selling higher varient. Forcefully making people to buy their higher varient even when selling point advertised is still 25k.I own a one plus 5 and I was still impressed with that phone in every aspect camera & performance.Regarding the nord. The front camera is just waste. Not even half the quality when compared to 3 year old oneplus 5..great oneplus..Their was a feeling of giving the most with every penny spend from oneplus till now.. It's gone and never gonna get that trust back from people oneplus.Writing on - how long waiting for a phone and the struggle to get a phone one flash sale + phone issues.1+.. It would be better to look back how oneplus earned this place. And loosing the current stand doesn't need any other reasons.

  
"
165,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",1.0 out of 5 stars,"









  
  
    
  Do not buy thus Oneplus Nord mobile, this is having auto reset and auto rebooting problems. I am struggling to get my refund.

  
"
166,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",1.0 out of 5 stars,"









  
  
    
  The camera department have so many problems it over smooth all imgaes and a lot ! And please don't even considering buying the 64gb variant it 22gb for software and bloatware apps . I suggest to go for Samsung m51 or Google pixel 4a

  
"
167,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",4.0 out of 5 stars,"









  
  
    
  Display tint issue? Yes, but not noticeable. And btw it not an issue, it just characteristics of AMOLED Display. So if you are not sure to buy Nord for this display tint. Trust me display is awesome. 90hz is much smoother!About camera. Front 4/5Back 4.5/5Best NightmodeUse with Gcam💥Processor. ⚡4.5/5Battery 4.5/5Strong reasons to buy: oxygen OSMan it feet like you are using 2030 smartphone! Go for it.

  
"
168,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",5.0 out of 5 stars,"









  
  
    
  Everything is fine, 765G is really good for battery. the one thing that annoys me is 64 gb is way too low storage, where 20 used by system itself and then welcome to bloatware ..u can't delete apps like Netflix and fb or some of google app which is really useless. I barely use Netflix on phone. after all that u get only 35 gb of use. There is also some technical glitch regarding to onePlus's  so called 50 gb cloud storage, I m still unable to get this benefit including device protection through oneplus care.Camera is superb as expected. display is in the top notch. charging is awesome i.e. really fast.

  
"
169,OnePlus,"OnePlus Nord 5G (Gray Onyx, 6GB RAM, 64GB Storage)",5.0 out of 5 stars,"









  
  
    
  Not a flagship but the best mid ranger📷 8/10 (macro poor)Display 10/10Processor 9/10Battery 9/10Sound 9/10No lag ....no heating issue ... no tint issue...once you use a OnePlus phone then you don't like any other phonesOfcourse pretty much everything you could ask for

  
"
170,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),1.0 out of 5 stars,"









  
  
    
  Hell man! Im a oneplus fan till i buy this mobile,Camera of this phone is completely worse before i was using oneplus 6 ,op6 camera is much better when compared with op8.....and important point to note that this phone does not even compete with my moms phone samsung a50s which is 15k rs phone.Lastly if you dont trust reviews on this,Kindly reach me out atI will provide you the originals pictures,because i have wasted 40k ...not let you guys to wasteNote: i have seen all reviews in youtube,but all will say it is bit bad .....but it is completely bad.

  
"
171,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),3.0 out of 5 stars,"









  
  
    
  I changed OnePlus 8, 4 times! Due to something or the other defects (like headache giving screens, line marks at the back of the body, etc) as it's expensive!Phone boxes were puffed, torned, some displays were dull if noticed closely, more warm and yellowish. No control by OnePlus on this. People go nuts like ""wow what a display"" not realizing that they are being given inferior quality displays of Samsung.I hope I really hope people strive for perfection to really understand and get what they are paying for by controlling their excitements a bit and forward stronger feedbacks, as I believe I was listened and Amazon India did helped me too.My 5th device came altogether from a different location, excellent box, phone built and display feels more broader even with same dimensions, no two parallel lines design or defect at the back, it's clean and curvy like OnePlus 8 8gb variant (mine is the 6gb one). Screen display is still more warm which I didn't want but colors are very punchy and clearly shows the display is far better than previous returned devices.1st OnePlus 8 8gb - Had a very long permanent line mark at the back of the body if looked closely.2nd OnePlus 8 8gb - Display's blue light filter had issues I'm sure as it gave me headache in seconds, eye strain as well.3rd OnePlus 8 6gb - 2 parallel lines on edges of the back body if the device was tilted a little, was like a dent kind of design or defect (I believe though this one had the best display even than the 5th one that I'm keeping and more smoother 90 HZ).4th OnePlus 8 6gb - 2 parallel lines were again there so I thought it's normal and was okay with it, but display was yellowish and dull, playing pubg with graphics optimization made the game look more ugly in extreme hd settings (hdr sucks). Looking at Images on articles, etc were looking just good.5th OnePlus 8 6gb variant - As told above there are no 2 parallel lines, punchy colors, not dull and very good display, however still yellowish in large part of the screen and whitish around above and right & left edges of the screen in vivid mode (I did noticed in some displays it was not this warm). I also noticed vivid mode was nicer and whiter in previous devices than this one whether they were dull or not.I also know screen being yellowish a bit makes video viewing an amazing experience to make it more natural for skin color, etc. But should be less and corrected with all the flaws mentioned. However, I'm tierd and somewhat satisfied but will want OnePlus to correct if possible with software update without compromising any quality of the display.It's said that Apple never compromises on quality, they even delay their production if they find any imperfections (I don't like iOS or use Apple though).  OnePlus should do like this.Not happy at all with this kind of support. I noticed paying more (when I got the 8gb one) was really like getting better qalutiy made device (the first one, if the issue mentioned wasn't there). This shouldn't be the case as this leads to disappointment and all variants should be given the same attention/perfection with just internal hardware changes.OnePlus 8 will be my first and last device for a short period of time. Will look for a brand who cares. 3 out of 5.

  
"
172,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),5.0 out of 5 stars,"









  
  
    
  Great phone!Gaming performance is so great, device don't get heat up at all even at high settings!I played PUBG Mobile and details it provides were so exciting and make it feel real. Shadows of tree,stones, mud, etc. If you have small hands don't buy it for gaming, don't feel comfortable with small hands.Camera is good, can't say it is awesome!Battery life is great too, charge too fast!UI is as expected stock android, some pre-installed third party apps were also installed, you can uninstall all of them except Netflix.The back cover they provide is loose and cheap. Have to buy a new better one!Over all a great phone!Cheers! :)

  
"
173,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),5.0 out of 5 stars,"









  
  
    
  On the first glance you will feel the premium quality of the Oneplus 8.I have mentioned few good and bad points for quick understanding for every buyer -Good -Very good build qualityVivid displayExcellent performance and softwareSolid battery lifeDecent camera performanceChic designConsistent performanceOxygen OS is blissClass-leading displayBad-No IP rating or wireless chargingLow-light video could be betterBasic cameras setup

  
"
174,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),1.0 out of 5 stars,"









  
  
    
  I have bought one plus 8 just 3 days back and now i am facing multiple issues like battery backup i am getting for just 3-4 hours of screen on time also facing issues with mobile hotspot as when i am connecting it with my laptop its getting reconnecting again and again however when i am conneting another device hotspot with the same network its working also its getting heat every time often i use lite application like facebook whtsapp no have apps or games are there i have tried to contact one plus support on call, whtsapp and chat but there is no response from there side

  
"
175,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),1.0 out of 5 stars,"









  
  
    
  Camera quality is worst than OnePlus 6T

  
"
176,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),2.0 out of 5 stars,"









  
  
    
  Badly Heating Issue

  
"
177,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),5.0 out of 5 stars,"









  
  
    
  Great phone, Amazon delivers it within 10 hours of ordering really happy there,Pros: Beast performanceGreat battery LifeBrilliant ScreenFluid 90hzAnd blazing fast oxygen os5gCons:Camera: have a 2megapixel camera for the sake of having 3 camera on the backRest of the camera are only averageHopefully upadates can fix that and given one plus history I think they will!Curved screen cause accidental touches and most covers can't cover phone fully in the front due to display Hence its prone to break more than regular flat screen phone like 7tHave a little bit of weight due to larger batteryPrincing is highly agressive but could have provided wireless charging and headphone jackIn the same price!Overall good phone if you want a future proof phone but this eyes closedBut if you are on a budget 7t can mostly get you there with better camera and almost as fast snapdragon 855plusChoose wisely

  
"
178,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),5.0 out of 5 stars,"









  
  
    
  Obviously, you might have done extensive research, watched many review videos before coming here to make your purchase decision. There is only one way you will be happy with this purchase and that is, if you are looking for a slim, elegant, powerful, light weight device offering a premium in-hand feel. Day to day, if this is what is most important to you, then this is the device to get.Camera is going to serve you well on many occasions (when the lighting is good). People might have told you that the camera system is mediocre. That is not entirely true. There have been few software updates and I can confidently say that yes, the camera is neither great nor is it bad. It delivers decent pictures (when the lighting is good) and if you are not a absolute camera geek, then this will meet and succeed all of your expectations. Incase you are a camera geek, then get the 8Pro and dont think about saving money.Conclusion: Feels expensive and has a nice balance in the hand (Its very light and is a joy to use). The glacial green in matte finish is makes the front of the device look expensive (with the dark edge-to-edge AMOLED panel). It performs like it should. It has an QC 865 after all! It will easily get you through more than a day with a full charge. Its a very low risk decision. Cant go wrong - Just buy the damn thing!

  
"
179,OnePlus,OnePlus 8 5G (Glacial Green 6GB RAM+128GB Storage),1.0 out of 5 stars,"









  
  
    
  With 3.5 mm jack adapter phone not giving any sound I tested many earphones but it does not work shame on you Oneplus

  
"
180,OnePlus,"OnePlus 7T (Glacier Blue, 8GB RAM, Fluid AMOLED Display, 256GB Storage, 3800mAH Battery)",3.0 out of 5 stars,"









  
  
    
  After reading a lot of geeky reviews on YouTube and portals, I bought Oneplus7t. Pls, note I have been using OnePlus from last many years now so my expectations were clear. My experience with the device says that most of the reviews or unboxing things are influenced. Pls, note I have bought it with my own money unlike leading reviewers or unboxing video geeks who get it for free. So pls don't go by them blindly. Go for users reviews who bought them with their own money. So I am writing my 5 days experience with the phone.I am not a gamer or a geek. A regular user who wants to do all the office work on the phone, social media, blogging and vlogging, etc.The last OnePlus phone I was using was Oneplus 5 and was quite happy with it until it screen got broken and replacement cost was higher than the selling price of the device itself.The day it arrived from Amazon I opened it with a lot of excitement which continued till I have held it in my hands.Here are the issues:1. Weight: It weighed too much I felt like holding a brick. And it is thick. When I hold it in one hand for a few minutes I get a deep red pit in my hand (due to blood circulation).2. Camera: Then I had to go for a conference there I tried clicking pictures. Picture quality did not come out well. Still, I thought it may be light or background because of my previous experiences I could not believe it to be not good. So I continued clicking pictures which really missed detailing. As you zoom in it will make it blurred. I have clicked a magazine cover picture with my Oneplus 5 which had only 16 MP camera but pic quality was natural and good. It clicks blur pics may it has to do with image Stabilization.3. Battery:  Battery is avg. All those time I teased my iPhone or Samsung Series colleagues and friends for their battery life. Welcome to the league. This offers an avg battery life. I never carried a charger with me in previous models if I Start with 90% even after two years. But here I have to carry it even for the average usage. I m wondering what would be this phone battery life in a year or more.4. 90 Hz refresh rate is a gimmick to sell this device. It will give you fluid experience but the soon it consumes battery you will always prefer to keep it to 60hz which is an option given in the display settings. If you always stick to a desk or have a power source around you can keep it to 90hz. Not for people who are on the move most of the time. Don't fall for it.5. Sound: It's average. Phone calls are not crisp and clear. At times the caller's voice gets hazy and husky. Voice is even audible to person the person sitting next to me. Even on lower volumes. Speakers volume is loud but the sound quality is not good.6. No premium-feeling anymore. With multiple variants, it has joined the league of Samsung, Mi, Oppo, Vivo. Now they are launching 7t pro on Oct 10 again it is a disappointment for those who bought 7t on day 1. Maybe their R&D or trials have some problem here that in every two months they are launching a new device with an update to the previous faults. Like OnePlus 7 has voice receiver on one side which is right. So if you take calls or hear the phone from left you won't get a clear voice or volume. So they added receivers on both the side in this device.I am still not getting why I have spent Rs 40,000 on it. No camera quality, no battery life, no sound quality on calls, getting wounds on holding it for long.I have always recommended OnePlus devices to everyone around and had high hopes and trust on the brand that I bought it on the day of the launch but with this experience, I won't recommend OnePlus 7t to my colleagues and friends who are planning to upgrade their devices.

  
"
181,OnePlus,"OnePlus 7T (Glacier Blue, 8GB RAM, Fluid AMOLED Display, 256GB Storage, 3800mAH Battery)",4.0 out of 5 stars,"









  
  
    
  Detailed review --Design - 4/5+Reduced notch+Premium glass back-Camera bumpPerformance - 5/5+Latest and greatest hardware+Smart optimisationsOS - 4.5/5+Smooth Android experience - Oxygen OSDisplay - 4.5/5+Butter smooth 90 Hz Amoled display - treat to the eyeBattery -3.5/5+Fastest charging ever seen-Less capacityCamera -4/5+Overall good output with all 3 cameras+ Amazing macro mode- Misses details and messes up with Colors sometimesAudio - 4/5+Clear and loud - quality output

  
"
